season,average_day_temp,average_night_temp,daily_sunshine_hours,daily_rainfall,suitability
kharif,26.0,21.3,4.381143871352503,16.422350218496554,unsuitable
rabi,25.2,19.9,9.434392810942002,0.004394462345114563,unsuitable
rabi,23.2,20.0,11.36800999992881,0.01778644433982535,unsuitable
kharif,27.2,21.4,5.527682292180978,15.503000066982757,unsuitable
pre-kharif,32.6,21.0,4.376197283557302,4.061643803567232,unsuitable
pre-kharif,33.7,22.7,9.624098435860985,1.7309629836938567,unsuitable
pre-kharif,30.7,22.0,6.283966008349818,1.5861186740821245,unsuitable
rabi,24.1,19.6,5.13630894476661,0.04879418182263056,unsuitable
kharif,28.4,21.3,6.413508430045046,8.145983607241307,suitable
rabi,22.1,19.1,8.430932051369481,0.13249087466720944,unsuitable
pre-kharif,28.2,22.1,6.862227984310827,1.50150353558643,unsuitable
rabi,24.0,19.5,5.810667444757051,0.22097908867829422,unsuitable
rabi,24.4,19.8,9.268052481891091,0.3198788107436471,unsuitable
pre-kharif,31.2,21.4,7.528839519647748,2.1526190329465016,suitable
pre-kharif,28.7,21.5,7.870715578657728,1.6470307688016033,unsuitable
pre-kharif,30.2,21.3,9.897611779070663,1.8521102793575568,unsuitable
kharif,28.7,20.8,6.382922289395479,3.7583956602872113,suitable
kharif,28.9,20.9,5.724144209146963,3.578098494594565,unsuitable
kharif,29.3,20.4,7.705355039294748,1.694831790912554,unsuitable
pre-kharif,30.0,21.2,3.0278936659303275,3.8108959509320193,unsuitable
kharif,28.7,21.2,5.508755819484471,2.034878695824384,unsuitable
pre-kharif,29.3,22.0,6.238526213783182,6.131483888879019,suitable
pre-kharif,26.8,22.1,8.021552581224917,3.1038414583106713,suitable
kharif,28.1,21.0,6.555924444189193,5.024429826141605,suitable
kharif,27.5,21.5,6.949839394172473,2.8799091925400275,suitable
rabi,24.6,19.6,6.398629913507746,1.109409516902949,unsuitable
pre-kharif,28.1,22.0,7.131976609305313,2.6806784877972536,suitable
kharif,28.9,21.9,5.612146024278005,4.919398307997668,unsuitable
kharif,27.8,21.8,5.093692033806672,3.47901192267138,unsuitable
pre-kharif,27.0,22.0,6.043273068725352,3.674880820539181,suitable
kharif,28.0,21.5,5.733557705857274,1.7562930062290172,unsuitable
pre-kharif,28.8,22.1,3.862051552745869,5.8238373116341595,unsuitable
pre-kharif,27.7,20.6,7.358643680033894,2.7169341180565456,suitable
rabi,26.7,19.7,7.701500120871852,0.30827942281764265,unsuitable
rabi,24.3,19.6,10.410437061061153,0.42067243247437697,unsuitable
rabi,25.7,19.5,6.658632311324856,0.44888187945538305,unsuitable
kharif,28.5,20.8,6.376130503185602,1.7522607914672124,unsuitable
pre-kharif,26.7,22.2,9.738770929131512,3.9515195195829707,suitable
kharif,28.1,20.9,6.660608869709424,0.9729658714609901,unsuitable
kharif,27.3,20.6,5.66276175027991,1.3515969028403907,unsuitable
pre-kharif,29.4,22.7,8.242189104481799,4.798221204112957,suitable
kharif,27.4,20.7,4.752212495018485,1.2099201541485924,unsuitable
pre-kharif,28.0,20.8,5.603255869708247,6.19697339656808,unsuitable
rabi,24.8,19.8,9.56711665115713,0.6756729339138754,unsuitable
pre-kharif,29.6,20.5,5.339449894978987,2.515512466937741,unsuitable
kharif,27.6,20.2,8.431241323943754,2.914495426891408,suitable
kharif,27.1,20.6,6.147389209090528,2.312029001521047,suitable
kharif,28.2,20.8,7.282290240503091,2.8206249194787314,suitable
kharif,27.2,21.3,6.47974913125746,8.144238790294503,suitable
pre-kharif,29.3,20.6,8.470310943738601,2.6334652637063507,suitable
rabi,25.6,20.4,7.603168011148883,2.020206341236373,suitable
rabi,24.7,20.3,8.799613415289809,0.8956497374416957,unsuitable
rabi,25.5,20.5,5.454114163518345,1.5586072244245353,unsuitable
rabi,26.0,20.3,6.506468332193812,0.5335024553269103,unsuitable
kharif,26.8,22.0,5.841951202496249,8.127323508013998,unsuitable
rabi,24.5,20.3,10.247006528778261,0.4680749298283294,unsuitable
pre-kharif,31.0,21.9,6.572933042229308,5.14057473399835,suitable
pre-kharif,31.1,21.1,3.3711772693516338,2.8213124545892736,unsuitable
pre-kharif,30.4,21.9,3.594677134789976,5.862008436156569,unsuitable
kharif,26.5,21.8,4.436030742642359,11.162962352407833,unsuitable
kharif,27.9,21.2,5.401586384001617,4.95438560701805,unsuitable
pre-kharif,29.7,22.1,8.290690389724661,6.8129967793859345,suitable
rabi,24.3,20.7,11.731039366046993,0.44206112729791747,unsuitable
kharif,28.3,21.7,5.875893036696679,6.481070365200802,unsuitable
